id,bid,user_id,用户昵称,微博正文,话题,立场倾向
5068509908831482,OsKfQB3tg,1747766363,语文阅刊,作为好莱坞久负盛名的科幻惊悚片，《异形》系列塑造了打不死的外星怪物——异形。成年异形身高2-3米不等，拥有坚硬如铁的外骨骼，腐蚀性超强的硫酸血液，受伤后快速自愈的能力，甚至可以在太空中存活。目前，《异形》系列的最新电影《异形：夺命舰》正在热映。不过，8月17日，“异形太吓人了”话题登上微博热搜，原因是某影城收到投诉，有观众称自家8岁小孩观影途中感到害怕，质疑影城放映儿童不能观看的电影，要求赔偿。随着影片上映，到底该不该带孩子去影院看恐怖片的话题，引发观众讨论。对此，红星新闻记者采访了多名观众以及业内人士，他们表示，《异形：夺命舰》确实不适合孩子观看，家长需慎重选片。此次《异形：夺命舰》与北美同步上映。在美国，该片属于R级片，17岁以下必须由父母或者监护陪伴才能观看。电影在国内上映一刀未剪，出品方20世纪影业多次在其新浪官方微博上提醒“未成年观众谨慎选择观影”，影片海报上也同样提醒“未成年观众谨慎选择观看”。,"异形吓坏8岁小孩家长投诉影城,异形提醒未成年观众谨慎选择观影","
中立"
5068509904372398,OsKfQilsy,1870048752,晴qing空万里,难道这不是家长的责任吗！？,异形吓坏8岁小孩家长投诉影城,"
反对"
5068509725853495,OsKfyoyLd,7697245479,-陨石温泉烤鱼-,那为什么最开始不选一个孩子能看的影片啊？？影城这波无妄之灾啊,异形吓坏8岁小孩家长投诉影城,反对
5068509585867269,OsKfkoCln,2351772334,anna195410,海报写着不推荐18以下看家长真的就不长眼吗,异形吓坏8岁小孩家长投诉影城,反对
5068509342080586,OsKeW8JfQ,5683785715,沉迷学习的小陈_,那我是不是能投诉适合小孩子看的电影太弱智拉低了我的智商,异形吓坏8岁小孩家长投诉影城,"
反对"
5068509069183052,OsKeuCwVK,5709901383,微微de有点萌,这电影不都有预告吗？孩子能不能看家长心里没点数？这有啥好投诉的？看不了就离场呗。咋滴？以后电影院喜羊羊与灰太狼滚动播放呗。,异形吓坏8岁小孩家长投诉影城,反对
5072973444942068,OuCn6kJEM,2725600953,2024事事如意哈,奇葩家长太多，举报这个举报那个的，当年虹猫蓝兔都能被举报涉黄的。艺术来源于生活，感觉应该有个电影拍个奇葩集锦,异形吓坏8岁小孩家长投诉影城,中立
5071391014259169,OtXcNhS0h,7493037287,丅丄丅1412,2024.8.22去看异形，我右边的孩子都吓哭了，父母就光知道递卫生纸，啥也不管，我还好心问了一下那孩子，他说：我本来想看柯南的，父母非得拉着看这个。怎么还有这种父母，孩子的想法不是想法吗？你们父母是过瘾了，孩子呢，孩子都快吓死了你们也不管！一群光知道生不会养的，服了，光是看到这孩子哭就想起以前的我，旧伤也隐隐约约发痛，最后电影放了40分钟左右直接走了不看了以后再也不看这种电影了以上均为一气之下编辑，勿喷，谢谢,异形吓坏8岁小孩家长投诉影城,强烈支持
5071290366690059,OtUAss4ob,7509192755,粗竹鱼粉火锅,yt说这个像老坛酸菜。,"异形:夺命舰,异形吓坏8岁小孩家长投诉影城",中立
5071234838564672,OtT8TzW3S,7082773862,会玩君wpgmedia,《异形》新片吓坏儿童，律师称家长不应甩锅影院日前，一条影院顾客投诉电影《异形：夺命舰》吓坏8岁小孩的话题，登上了热搜榜。据羊城晚报报道，8月16日，顾客带8岁孩子观看《异形：夺命舰》，放映中途孩子表示观影不适、害怕。家长要求影城退票并赔偿。对此，陕西恒达律师事务所高级合伙人、知名公益律师赵良善认为，根据我国电影相关法规规定，“科幻惊悚”等此类影片的观众年龄限制为13岁以上，但这并不意味着13岁以下的孩子都不能观看，而是在家长的陪同下可以观看。赵良善表示，如果家长明知电影有恐怖元素，还坚持带孩子前往观看，那么，作为家长需承担相应的监护责任。《异形：夺命舰》是由20世纪影业出品，雷德利·斯科特担任制片人，费德·阿尔瓦雷兹执导，费德·阿尔瓦雷、罗多·赛亚格斯编剧，卡莉·史派妮、伊莎贝拉·默塞德、爱玲·吴、斯派克·费恩、戴维·荣松、阿奇·雷诺等主演的科幻恐怖电影。,,中立
5070855057446493,OtJglvfaJ,7748819872,新消费财研社,日前，一条影院顾客投诉电影《异形：夺命舰》吓坏8岁小孩的话题，登上了热搜榜。据羊城晚报报道，8月16日，顾客带8岁孩子观看《异形：夺命舰》，放映中途孩子表示观影不适、害怕。家长要求影城退票并赔偿。对此，陕西恒达律师事务所高级合伙人、知名公益律师赵良善认为，根据我国电影相关法规规定，“科幻惊悚”等此类影片的观众年龄限制为13岁以上，但这并不意味着13岁以下的孩子都不能观看，而是在家长的陪同下可以观看。赵良善表示，如果家长明知电影有恐怖元素，还坚持带孩子前往观看，那么，作为家长需承担相应的监护责任。O8岁儿童观影受惊吓家长索赔，影城是否该担责？,"儿童观影受惊吓影城是否该担责,律师称孩子观影受惊吓家长不应甩锅影院",中立
5070807309226058,OtI1kCI7o,1638782947,新浪财经,日前，一条影院顾客投诉电影《异形：夺命舰》吓坏8岁小孩的话题，登上了热搜榜。据羊城晚报报道，8月16日，顾客带8岁孩子观看《异形：夺命舰》，放映中途孩子表示观影不适、害怕。家长要求影城退票并赔偿。对此，陕西恒达律师事务所高级合伙人、知名公益律师赵良善认为，根据我国电影相关法规规定，“科幻惊悚”等此类影片的观众年龄限制为13岁以上，但这并不意味着13岁以下的孩子都不能观看，而是在家长的陪同下可以观看。赵良善表示，如果家长明知电影有恐怖元素，还坚持带孩子前往观看，那么，作为家长需承担相应的监护责任。你认为儿童观影受惊吓影院应该担责吗？,"儿童观影受惊吓影城是否该担责,律师称孩子观影受惊吓家长不应甩锅影院",中立
5070649879691608,OtDVpEFeg,6484449214,iwaitk82,明明知道是恐怖的还带八岁孩子去看，吓坏是谁的问题？一遇到事就投诉呢,异形吓坏8岁小孩家长投诉影城,"
反对"
5070468953933965,OtzdBgvp3,1471416721,萝卜叔叔的车,大半夜一进影厅就紧张《异形》会不会太恐怖，然后全部看完了之后。一个感受：就这？！！！,异形吓坏8岁小孩家长投诉影城,中立
5070323043800886,OtvqgfWMC,2882561962,是名侦探兔美,惊悚好看观影体验很棒，没有一个废镜头，没有一句多余的台词。非常推荐去电影院观看。我前排坐了一堆小朋友，安安静静。毕竟不是恐怖片，可以酌情考虑是否带小孩一起看。,"异形:夺命舰,异形吓坏8岁小孩家长投诉影城",中立
5070211048801029,OtsvCAVy5,1751279674,Hero淇淇淇,首先，我觉得这是家长的责任，片方和影城都有给提示，家长依就我行我素带着孩子去看。。有点不讲理了。。还要让影城赔偿，哪来的脸啊？？其次，只是部怪兽电影，通过音效，来烘托了恐怖的氛围，但是看完后，我过一会就恢复了情绪。没有那么大的影响。。再次，如果自己孩子还小，而且没那么大胆量，家长请考虑下孩子的感受。。自己喜欢自己去看，不要带着孩子看了，孩子吓到了找事情。。,异形吓坏8岁小孩家长投诉影城,反对
